"PreyTSN","PredTSN","PredPreyNum","PredStageNum","PreyStageNum","PredName","PredNum","PreyName","PreyNum","AreaCode"
"11250","69950",6609,7,7,"Chlorostoma funebralis",75,"Costaria costata",1,"Barkley"
"11250","70370",50260,7,7,"Lacuna",39,"Costaria costata",1,"Barkley"
"11250","98435",452,7,7,"Pugettia",26,"Costaria costata",1,"Barkley"
"11250","157975",6577,7,7,"Strongylocentrotus purpuratus",68,"Costaria costata",1,"Barkley"
"11250","70370",6593,7,7,"Lacuna",39,"Costaria costata",1,"Barkley"
"11250","157975",50237,7,7,"Strongylocentrotus purpuratus",68,"Costaria costata",1,"Barkley"
"11250","70370",6592,7,7,"Lacuna",39,"Costaria costata",1,"Barkley"
"11250","69950",6608,7,7,"Chlorostoma funebralis",75,"Costaria costata",1,"Barkley"
"11250","157975",6576,7,7,"Strongylocentrotus purpuratus",68,"Costaria costata",1,"Barkley"
"11250","157975",49670,7,7,"Strongylocentrotus purpuratus",68,"Costaria costata",1,"Barkley"
"11255","69950",49397,7,7,"Chlorostoma funebralis",75,"Saccharina sessile",5,"Barkley"
"11255","69950",50248,7,7,"Chlorostoma funebralis",75,"Saccharina sessile",5,"Barkley"
"11255","78979",225,7,7,"Katharina tunicata",18,"Saccharina sessile",5,"Barkley"
"11255","79032",14018,7,7,"Cryptochiton stelleri",36,"Saccharina sessile",5,"Barkley"
"11255","69950",6613,7,7,"Chlorostoma funebralis",75,"Saccharina sessile",5,"Barkley"
"11255","78979",422,7,7,"Katharina tunicata",18,"Saccharina sessile",5,"Barkley"
"11255","157975",50241,7,7,"Strongylocentrotus purpuratus",68,"Saccharina sessile",5,"Barkley"
"11255","78979",1370,7,7,"Katharina tunicata",18,"Saccharina sessile",5,"Barkley"
"11255","157975",49369,7,7,"Strongylocentrotus purpuratus",68,"Saccharina sessile",5,"Barkley"
"11255","78979",2839,7,7,"Katharina tunicata",18,"Saccharina sessile",5,"Barkley"
"11255","70370",13615,7,7,"Lacuna",39,"Saccharina sessile",5,"Barkley"
"11255","78979",18,7,7,"Katharina tunicata",18,"Saccharina sessile",5,"Barkley"
"11255","70370",6596,7,7,"Lacuna",39,"Saccharina sessile",5,"Barkley"
"11255","70370",6597,7,7,"Lacuna",39,"Saccharina sessile",5,"Barkley"
"11255","70370",50264,7,7,"Lacuna",39,"Saccharina sessile",5,"Barkley"
"11255","157975",6581,7,7,"Strongylocentrotus purpuratus",68,"Saccharina sessile",5,"Barkley"
"11255","157975",6580,7,7,"Strongylocentrotus purpuratus",68,"Saccharina sessile",5,"Barkley"
"11255","78979",1184,7,7,"Katharina tunicata",18,"Saccharina sessile",5,"Barkley"
"11255","78979",52284,7,7,"Katharina tunicata",18,"Saccharina sessile",5,"Barkley"
"11255","78979",13532,2,7,"Katharina tunicata",18,"Saccharina sessile",5,"Barkley"
"11255","69950",6612,7,7,"Chlorostoma funebralis",75,"Saccharina sessile",5,"Barkley"
"11255","568351",5930,7,7,"Lottia scutum",30,"Saccharina sessile",5,"Barkley"
"11255","78979",50410,7,7,"Katharina tunicata",18,"Saccharina sessile",5,"Barkley"
"11255","157975",74,7,7,"Strongylocentrotus purpuratus",68,"Saccharina sessile",5,"Barkley"
"11255","78979",14460,7,7,"Katharina tunicata",18,"Saccharina sessile",5,"Barkley"
"11272","69950",51268,7,7,"Chlorostoma funebralis",75,"Macrocystis",81,"Barkley"
"11272","69950",682,7,7,"Chlorostoma funebralis",75,"Macrocystis",81,"Barkley"
"11272","157975",52004,7,7,"Strongylocentrotus purpuratus",68,"Macrocystis",81,"Barkley"
"11272","69950",35,7,7,"Chlorostoma funebralis",75,"Macrocystis",81,"Barkley"
"11272","98435",51990,7,7,"Pugettia",26,"Macrocystis",81,"Barkley"
"11272","69950",51233,7,7,"Chlorostoma funebralis",75,"Macrocystis",81,"Barkley"
"11272","157975",3060,7,7,"Strongylocentrotus purpuratus",68,"Macrocystis",81,"Barkley"
"11272","157975",51928,7,7,"Strongylocentrotus purpuratus",68,"Macrocystis",81,"Barkley"
"11272","69950",756,7,7,"Chlorostoma funebralis",75,"Macrocystis",81,"Barkley"
"11272","69950",14201,7,7,"Chlorostoma funebralis",75,"Macrocystis",81,"Barkley"
"11272","92283",6795,7,7,"Sphaeromatidae",87,"Macrocystis",81,"Barkley"
"11272","98435",50549,7,7,"Pugettia",26,"Macrocystis",81,"Barkley"
"11272","93226",48349,7,7,"Ligia",91,"Macrocystis",81,"Barkley"
"11272","69795",1420,7,7,"Calliostoma",61,"Macrocystis",81,"Barkley"
"11272","157975",51600,7,7,"Strongylocentrotus purpuratus",68,"Macrocystis",81,"Barkley"
"11272","157975",230,7,7,"Strongylocentrotus purpuratus",68,"Macrocystis",81,"Barkley"
"11272","93295",48202,2,7,"Gammaridea",42,"Macrocystis",81,"Barkley"
"11272","93226",4684,7,7,"Ligia",91,"Macrocystis",81,"Barkley"
"11272","157975",52234,7,7,"Strongylocentrotus purpuratus",68,"Macrocystis",81,"Barkley"
"11272","98435",801,7,7,"Pugettia",26,"Macrocystis",81,"Barkley"
"11272","93295",56562,7,7,"Gammaridea",42,"Macrocystis",81,"Barkley"
"11272","93226",48193,2,7,"Ligia",91,"Macrocystis",81,"Barkley"
"11272","70370",13614,7,7,"Lacuna",39,"Macrocystis",81,"Barkley"
"11272","93295",52184,7,7,"Gammaridea",42,"Macrocystis",81,"Barkley"
"11272","93295",55002,7,7,"Gammaridea",42,"Macrocystis",81,"Barkley"
"11272","98435",51310,7,7,"Pugettia",26,"Macrocystis",81,"Barkley"
"11272","69950",50551,7,7,"Chlorostoma funebralis",75,"Macrocystis",81,"Barkley"
"11272","157975",677,7,7,"Strongylocentrotus purpuratus",68,"Macrocystis",81,"Barkley"
"11272","157975",2823,7,7,"Strongylocentrotus purpuratus",68,"Macrocystis",81,"Barkley"
"11272","157975",51280,7,7,"Strongylocentrotus purpuratus",68,"Macrocystis",81,"Barkley"
"11272","98435",233,7,7,"Pugettia",26,"Macrocystis",81,"Barkley"
"11272","93226",6793,7,7,"Ligia",91,"Macrocystis",81,"Barkley"
"11272","98435",805,7,7,"Pugettia",26,"Macrocystis",81,"Barkley"
"11272","157975",50552,7,7,"Strongylocentrotus purpuratus",68,"Macrocystis",81,"Barkley"
"11272","98435",2028,7,7,"Pugettia",26,"Macrocystis",81,"Barkley"
"11272","93295",48207,2,7,"Gammaridea",42,"Macrocystis",81,"Barkley"
"11277","157975",49669,7,7,"Strongylocentrotus purpuratus",68,"Nereocystis leutkeana",46,"Barkley"
"11277","69950",6617,7,7,"Chlorostoma funebralis",75,"Nereocystis leutkeana",46,"Barkley"
"11277","70370",3377,7,7,"Lacuna",39,"Nereocystis leutkeana",46,"Barkley"
"11277","70370",6601,7,7,"Lacuna",39,"Nereocystis leutkeana",46,"Barkley"
"11277","157975",49372,7,7,"Strongylocentrotus purpuratus",68,"Nereocystis leutkeana",46,"Barkley"
"11277","93226",6796,7,7,"Ligia",91,"Nereocystis leutkeana",46,"Barkley"
"11277","69950",51229,7,7,"Chlorostoma funebralis",75,"Nereocystis leutkeana",46,"Barkley"
"11277","69950",6616,7,7,"Chlorostoma funebralis",75,"Nereocystis leutkeana",46,"Barkley"
"11277","70370",6600,7,7,"Lacuna",39,"Nereocystis leutkeana",46,"Barkley"
"11277","70370",13616,7,7,"Lacuna",39,"Nereocystis leutkeana",46,"Barkley"
"11277","69950",50250,7,7,"Chlorostoma funebralis",75,"Nereocystis leutkeana",46,"Barkley"
"11277","98435",2021,7,7,"Pugettia",26,"Nereocystis leutkeana",46,"Barkley"
"11277","157975",51281,7,7,"Strongylocentrotus purpuratus",68,"Nereocystis leutkeana",46,"Barkley"
"11277","69950",49404,7,7,"Chlorostoma funebralis",75,"Nereocystis leutkeana",46,"Barkley"
"11277","157975",50242,7,7,"Strongylocentrotus purpuratus",68,"Nereocystis leutkeana",46,"Barkley"
"11277","69950",36,7,7,"Chlorostoma funebralis",75,"Nereocystis leutkeana",46,"Barkley"
"11277","157975",6584,7,7,"Strongylocentrotus purpuratus",68,"Nereocystis leutkeana",46,"Barkley"
"11277","69950",51269,7,7,"Chlorostoma funebralis",75,"Nereocystis leutkeana",46,"Barkley"
"11277","70370",50266,7,7,"Lacuna",39,"Nereocystis leutkeana",46,"Barkley"
"11277","98435",453,7,7,"Pugettia",26,"Nereocystis leutkeana",46,"Barkley"
"11277","157975",6585,7,7,"Strongylocentrotus purpuratus",68,"Nereocystis leutkeana",46,"Barkley"
"11277","70370",3378,7,7,"Lacuna",39,"Nereocystis leutkeana",46,"Barkley"
"11289","70370",6591,7,7,"Lacuna",39,"Alaria",83,"Barkley"
"11289","79032",14019,7,7,"Cryptochiton stelleri",36,"Alaria",83,"Barkley"
"11289","157975",50236,7,7,"Strongylocentrotus purpuratus",68,"Alaria",83,"Barkley"
"11289","567823",69976,2,7,"Lottia pelta",48,"Alaria",83,"Barkley"
"11289","70370",6590,7,7,"Lacuna",39,"Alaria",83,"Barkley"
"11289","70370",50259,7,7,"Lacuna",39,"Alaria",83,"Barkley"
"11289","93295",52252,7,7,"Gammaridea",42,"Alaria",83,"Barkley"
"11289","69950",51274,7,7,"Chlorostoma funebralis",75,"Alaria",83,"Barkley"
"11289","93295",52256,7,7,"Gammaridea",42,"Alaria",83,"Barkley"
"11289","157975",6639,7,7,"Strongylocentrotus purpuratus",68,"Alaria",83,"Barkley"
"11289","157975",6638,7,7,"Strongylocentrotus purpuratus",68,"Alaria",83,"Barkley"
"11289","78979",20,7,7,"Katharina tunicata",18,"Alaria",83,"Barkley"
"11289","78979",69990,2,7,"Katharina tunicata",18,"Alaria",83,"Barkley"
"11289","70370",13617,7,7,"Lacuna",39,"Alaria",83,"Barkley"
"11289","69950",50243,7,7,"Chlorostoma funebralis",75,"Alaria",83,"Barkley"
"11289","98435",449,7,7,"Pugettia",26,"Alaria",83,"Barkley"
"11289","70370",69975,2,7,"Lacuna",39,"Alaria",83,"Barkley"
"11289","78979",69988,3,7,"Katharina tunicata",18,"Alaria",83,"Barkley"
"11289","69950",6607,7,7,"Chlorostoma funebralis",75,"Alaria",83,"Barkley"
"11289","157975",76,7,7,"Strongylocentrotus purpuratus",68,"Alaria",83,"Barkley"
"11289","78979",69982,2,7,"Katharina tunicata",18,"Alaria",83,"Barkley"
"11289","78979",14390,7,7,"Katharina tunicata",18,"Alaria",83,"Barkley"
"11289","93295",14392,7,7,"Gammaridea",42,"Alaria",83,"Barkley"
"11289","93295",54898,7,7,"Gammaridea",42,"Alaria",83,"Barkley"
"11289","69950",6606,7,7,"Chlorostoma funebralis",75,"Alaria",83,"Barkley"
"11289","78979",14400,7,7,"Katharina tunicata",18,"Alaria",83,"Barkley"
"11289","78979",69978,2,7,"Katharina tunicata",18,"Alaria",83,"Barkley"
"11305","69950",51232,7,7,"Chlorostoma funebralis",75,"Egregia menzesii",60,"Barkley"
"11305","98435",51311,7,7,"Pugettia",26,"Egregia menzesii",60,"Barkley"
"11305","69950",6610,7,7,"Chlorostoma funebralis",75,"Egregia menzesii",60,"Barkley"
"11305","157975",6579,7,7,"Strongylocentrotus purpuratus",68,"Egregia menzesii",60,"Barkley"
"11305","69950",26,7,7,"Chlorostoma funebralis",75,"Egregia menzesii",60,"Barkley"
"11305","157975",52005,7,7,"Strongylocentrotus purpuratus",68,"Egregia menzesii",60,"Barkley"
"11305","157975",51283,7,7,"Strongylocentrotus purpuratus",68,"Egregia menzesii",60,"Barkley"
"11305","98435",51991,7,7,"Pugettia",26,"Egregia menzesii",60,"Barkley"
"11305","93295",14391,7,7,"Gammaridea",42,"Egregia menzesii",60,"Barkley"
"11305","69950",6611,7,7,"Chlorostoma funebralis",75,"Egregia menzesii",60,"Barkley"
"11305","157975",51929,7,7,"Strongylocentrotus purpuratus",68,"Egregia menzesii",60,"Barkley"
"11305","69950",50245,7,7,"Chlorostoma funebralis",75,"Egregia menzesii",60,"Barkley"
"11305","157975",50238,7,7,"Strongylocentrotus purpuratus",68,"Egregia menzesii",60,"Barkley"
"11305","157975",6578,7,7,"Strongylocentrotus purpuratus",68,"Egregia menzesii",60,"Barkley"
"11305","70370",6595,7,7,"Lacuna",39,"Egregia menzesii",60,"Barkley"
"11305","70370",50261,7,7,"Lacuna",39,"Egregia menzesii",60,"Barkley"
"11305","69950",52263,7,7,"Chlorostoma funebralis",75,"Egregia menzesii",60,"Barkley"
"11305","157975",516,7,7,"Strongylocentrotus purpuratus",68,"Egregia menzesii",60,"Barkley"
"11305","157975",51599,7,7,"Strongylocentrotus purpuratus",68,"Egregia menzesii",60,"Barkley"
"11305","69950",51272,7,7,"Chlorostoma funebralis",75,"Egregia menzesii",60,"Barkley"
"11305","70370",6594,7,7,"Lacuna",39,"Egregia menzesii",60,"Barkley"
"11314","93295",52251,7,7,"Gammaridea",42,"Desmarestia",74,"Barkley"
"11314","93226",48199,2,7,"Ligia",91,"Desmarestia",74,"Barkley"
"11314","san334",3952,7,7,"Gunnell",82,"Desmarestia",74,"Barkley"
"11314","93295",48209,2,7,"Gammaridea",42,"Desmarestia",74,"Barkley"
"11314","93295",52257,7,7,"Gammaridea",42,"Desmarestia",74,"Barkley"
"11314","93295",56537,7,7,"Gammaridea",42,"Desmarestia",74,"Barkley"
"11341","76444",238,7,7,"Siphonaria thersites",109,"Fucus gardneri",3,"Barkley"
"11341","157975",50239,7,7,"Strongylocentrotus purpuratus",68,"Fucus gardneri",3,"Barkley"
"11341","157975",6586,7,7,"Strongylocentrotus purpuratus",68,"Fucus gardneri",3,"Barkley"
"11341","69950",6619,7,7,"Chlorostoma funebralis",75,"Fucus gardneri",3,"Barkley"
"11341","69950",6618,7,7,"Chlorostoma funebralis",75,"Fucus gardneri",3,"Barkley"
"11341","69950",50246,7,7,"Chlorostoma funebralis",75,"Fucus gardneri",3,"Barkley"
"11341","70401",236,7,7,"Littorina scutulata",85,"Fucus gardneri",3,"Barkley"
"11341","76444",1678,7,7,"Siphonaria thersites",109,"Fucus gardneri",3,"Barkley"
"11341","70397",1508,7,7,"Littorina sitkana",20,"Fucus gardneri",3,"Barkley"
"11341","157975",6587,7,7,"Strongylocentrotus purpuratus",68,"Fucus gardneri",3,"Barkley"
"11341","70370",6603,7,7,"Lacuna",39,"Fucus gardneri",3,"Barkley"
"11341","70397",237,7,7,"Littorina sitkana",20,"Fucus gardneri",3,"Barkley"
"11341","70370",6602,7,7,"Lacuna",39,"Fucus gardneri",3,"Barkley"
"11341","70370",50262,7,7,"Lacuna",39,"Fucus gardneri",3,"Barkley"
"11341","70401",1499,7,7,"Littorina scutulata",85,"Fucus gardneri",3,"Barkley"
"11523","93226",48340,7,7,"Ligia",91,"Smithora",54,"Barkley"
"11523","san334",3983,7,7,"Gunnell",82,"Smithora",54,"Barkley"
"11523","san334",14097,2,7,"Gunnell",82,"Smithora",54,"Barkley"
"11523","san334",14077,2,7,"Gunnell",82,"Smithora",54,"Barkley"
"11523","san334",14032,2,7,"Gunnell",82,"Smithora",54,"Barkley"
"11523","san334",14045,2,7,"Gunnell",82,"Smithora",54,"Barkley"
"11523","san334",14087,2,7,"Gunnell",82,"Smithora",54,"Barkley"
"11523","san334",14067,2,7,"Gunnell",82,"Smithora",54,"Barkley"
"11523","93226",4693,7,7,"Ligia",91,"Smithora",54,"Barkley"
"11540","93226",48197,2,7,"Ligia",91,"Porphyra",52,"Barkley"
"11540","70397",45263,3,7,"Littorina sitkana",20,"Porphyra",52,"Barkley"
"11540","san334",14040,2,7,"Gunnell",82,"Porphyra",52,"Barkley"
"11540","san334",14026,2,7,"Gunnell",82,"Porphyra",52,"Barkley"
"11540","52551",70212,7,7,"Anthopleura",57,"Porphyra",52,"Barkley"
"11540","san334",3947,7,7,"Gunnell",82,"Porphyra",52,"Barkley"
"11540","93295",48206,2,7,"Gammaridea",42,"Porphyra",52,"Barkley"
"11540","san334",14083,2,7,"Gunnell",82,"Porphyra",52,"Barkley"
"11540","568351",13708,7,7,"Lottia scutum",30,"Porphyra",52,"Barkley"
"11540","san334",14071,2,7,"Gunnell",82,"Porphyra",52,"Barkley"
"11540","78979",2840,7,7,"Katharina tunicata",18,"Porphyra",52,"Barkley"
"11540","99035",14459,7,7,"Hemigrapsus nudus",88,"Porphyra",52,"Barkley"
"11540","93226",48339,7,7,"Ligia",91,"Porphyra",52,"Barkley"
"11540","99035",47546,7,7,"Hemigrapsus nudus",88,"Porphyra",52,"Barkley"
"11540","93295",51917,7,7,"Gammaridea",42,"Porphyra",52,"Barkley"
"11540","san334",14052,2,7,"Gunnell",82,"Porphyra",52,"Barkley"
"11540","san334",14062,2,7,"Gunnell",82,"Porphyra",52,"Barkley"
"11540","san334",3977,7,7,"Gunnell",82,"Porphyra",52,"Barkley"
"11540","70397",1783,7,7,"Littorina sitkana",20,"Porphyra",52,"Barkley"
"11540","70401",52,7,7,"Littorina scutulata",85,"Porphyra",52,"Barkley"
"11540","san334",14092,2,7,"Gunnell",82,"Porphyra",52,"Barkley"
"11540","san334",3371,7,7,"Gunnell",82,"Porphyra",52,"Barkley"
"11540","san334",3928,7,7,"Gunnell",82,"Porphyra",52,"Barkley"
"11540","93226",4687,7,7,"Ligia",91,"Porphyra",52,"Barkley"
"12141","san334",14093,2,7,"Gunnell",82,"Rhodoglossum affine",90,"Barkley"
"12141","157975",51594,7,7,"Strongylocentrotus purpuratus",68,"Rhodoglossum affine",90,"Barkley"
"12141","69950",42,7,7,"Chlorostoma funebralis",75,"Rhodoglossum affine",90,"Barkley"
"12141","san334",14072,2,7,"Gunnell",82,"Rhodoglossum affine",90,"Barkley"
"12141","san334",14050,2,7,"Gunnell",82,"Rhodoglossum affine",90,"Barkley"
"12141","san334",14513,7,7,"Gunnell",82,"Rhodoglossum affine",90,"Barkley"
"12141","san334",14101,2,7,"Gunnell",82,"Rhodoglossum affine",90,"Barkley"
"12141","69950",754,7,7,"Chlorostoma funebralis",75,"Rhodoglossum affine",90,"Barkley"
"12141","san334",14024,2,7,"Gunnell",82,"Rhodoglossum affine",90,"Barkley"
"12141","san334",14060,2,7,"Gunnell",82,"Rhodoglossum affine",90,"Barkley"
"12141","san334",14084,2,7,"Gunnell",82,"Rhodoglossum affine",90,"Barkley"
"12141","san334",14038,2,7,"Gunnell",82,"Rhodoglossum affine",90,"Barkley"
"12141","san334",3978,7,7,"Gunnell",82,"Rhodoglossum affine",90,"Barkley"
"12286","69950",28,7,7,"Chlorostoma funebralis",75,"Endocladia muricata",2,"Barkley"
"12286","567823",53848,7,7,"Lottia pelta",48,"Endocladia muricata",2,"Barkley"
"12286","93226",4686,7,7,"Ligia",91,"Endocladia muricata",2,"Barkley"
"12286","567816",53845,7,7,"Lottia digitalis",21,"Endocladia muricata",2,"Barkley"
"12286","93226",48337,7,7,"Ligia",91,"Endocladia muricata",2,"Barkley"
"12295","567823",1443,7,7,"Lottia pelta",48,"Hildenbrandia",53,"Barkley"
"12295","78979",14478,7,7,"Katharina tunicata",18,"Hildenbrandia",53,"Barkley"
"12295","567823",14469,7,7,"Lottia pelta",48,"Hildenbrandia",53,"Barkley"
"12295","568351",14426,7,7,"Lottia scutum",30,"Hildenbrandia",53,"Barkley"
"12295","70397",14464,7,7,"Littorina sitkana",20,"Hildenbrandia",53,"Barkley"
"12295","568351",1474,7,7,"Lottia scutum",30,"Hildenbrandia",53,"Barkley"
"12295","568351",758,7,7,"Lottia scutum",30,"Hildenbrandia",53,"Barkley"
"12295","69950",14430,7,7,"Chlorostoma funebralis",75,"Hildenbrandia",53,"Barkley"
"12295","568351",14422,7,7,"Lottia scutum",30,"Hildenbrandia",53,"Barkley"
"12295","568351",14473,7,7,"Lottia scutum",30,"Hildenbrandia",53,"Barkley"
"12322","78979",5942,7,7,"Katharina tunicata",18,"Corallina",97,"Barkley"
"12322","78897",2814,7,7,"Tonicella",31,"Corallina",97,"Barkley"
"12322","78979",2811,7,7,"Katharina tunicata",18,"Corallina",97,"Barkley"
"12322","78980",53163,7,7,"Mopalia",22,"Corallina",97,"Barkley"
"12322","78980",59603,7,7,"Mopalia",22,"Corallina",97,"Barkley"
"12322","52551",70173,7,7,"Anthopleura",57,"Corallina",97,"Barkley"
"12322","93295",60185,7,7,"Gammaridea",42,"Corallina",97,"Barkley"
"12322","157975",49376,7,7,"Strongylocentrotus purpuratus",68,"Corallina",97,"Barkley"
"12322","78979",2838,7,7,"Katharina tunicata",18,"Corallina",97,"Barkley"
"12322","69950",2813,7,7,"Chlorostoma funebralis",75,"Corallina",97,"Barkley"
"12322","93295",51914,7,7,"Gammaridea",42,"Corallina",97,"Barkley"
"12322","52551",70210,7,7,"Anthopleura",57,"Corallina",97,"Barkley"
"12322","157975",2812,7,7,"Strongylocentrotus purpuratus",68,"Corallina",97,"Barkley"
"12322","157975",518,7,7,"Strongylocentrotus purpuratus",68,"Corallina",97,"Barkley"
"12322","52551",70200,7,7,"Anthopleura",57,"Corallina",97,"Barkley"
"12441","180547",70164,7,7,"Enhydra lutris",128,"Bossiella",105,"Barkley"
"12441","180547",70164,7,7,"Sebastes melanops",131,"Bossiella",105,"Barkley"
"12441","157975",49377,7,7,"Strongylocentrotus purpuratus",68,"Bossiella",105,"Barkley"
"12441","78979",2837,7,7,"Katharina tunicata",18,"Bossiella",105,"Barkley"
"12441","180547",70164,7,7,"Hemilepidotus hemilepidotus",129,"Bossiella",105,"Barkley"
"12441","180547",70164,7,7,"Hexagrammos decagrammus",130,"Bossiella",105,"Barkley"
"12591","69950",40,7,7,"Chlorostoma funebralis",75,"Prionitis",65,"Barkley"
"12591","70401",49,7,7,"Littorina scutulata",85,"Prionitis",65,"Barkley"
"12591","97775",78,2,7,"Pagurus",24,"Prionitis",65,"Barkley"
"12591","70370",14444,7,7,"Lacuna",39,"Prionitis",65,"Barkley"
"12824","76444",1679,7,7,"Siphonaria thersites",109,"Halosaccion glandiforme",4,"Barkley"
"12824","79032",14014,7,7,"Cryptochiton stelleri",36,"Halosaccion glandiforme",4,"Barkley"
"13080","157975",49368,7,7,"Strongylocentrotus purpuratus",68,"Microcladia",7,"Barkley"
"13080","157975",49367,7,7,"Strongylocentrotus purpuratus",68,"Microcladia",7,"Barkley"
"13080","95375",13162,2,7,"Caprellidae",103,"Microcladia",7,"Barkley"
"13080","san334",14039,2,7,"Gunnell",82,"Microcladia",7,"Barkley"
"13080","san334",14025,2,7,"Gunnell",82,"Microcladia",7,"Barkley"
"13080","69950",49395,7,7,"Chlorostoma funebralis",75,"Microcladia",7,"Barkley"
"13080","78979",2834,7,7,"Katharina tunicata",18,"Microcladia",7,"Barkley"
"13080","san334",14099,2,7,"Gunnell",82,"Microcladia",7,"Barkley"
"13080","san334",14090,2,7,"Gunnell",82,"Microcladia",7,"Barkley"
"13080","69950",49396,7,7,"Chlorostoma funebralis",75,"Microcladia",7,"Barkley"
"13080","san334",14106,2,7,"Gunnell",82,"Microcladia",7,"Barkley"
"13080","san334",14081,2,7,"Gunnell",82,"Microcladia",7,"Barkley"
"13080","san334",14061,2,7,"Gunnell",82,"Microcladia",7,"Barkley"
"13080","san334",14051,2,7,"Gunnell",82,"Microcladia",7,"Barkley"
"13440","93295",51733,7,7,"Gammaridea",42,"Polysiphonia",47,"Barkley"
"13440","92283",40283,7,7,"Sphaeromatidae",87,"Polysiphonia",47,"Barkley"
"13440","93295",57373,7,7,"Gammaridea",42,"Polysiphonia",47,"Barkley"
"13440","92283",40306,7,7,"Sphaeromatidae",87,"Polysiphonia",47,"Barkley"
"13440","93295",57529,7,7,"Gammaridea",42,"Polysiphonia",47,"Barkley"
"13440","78979",2835,7,7,"Katharina tunicata",18,"Polysiphonia",47,"Barkley"
"13440","93295",51794,7,7,"Gammaridea",42,"Polysiphonia",47,"Barkley"
"13440","93295",50197,7,7,"Gammaridea",42,"Polysiphonia",47,"Barkley"
"13440","78979",5957,7,7,"Katharina tunicata",18,"Polysiphonia",47,"Barkley"
"13440","93295",57545,7,7,"Gammaridea",42,"Polysiphonia",47,"Barkley"
