date,collector,region,location,site,dive#,vis,transect length,transect#,transect_site#,transect_id,depth_ft,depth_m,divetime,time_in,time_out,corr_factor,depth_corr,species,group1,group2,size_cm,cryptic,count,biomass_g,notes,,
2-Jul-09,"SJD, RGM",Barkley Sound,Seppings-Haines,SepHaines,2,,,4,4,16,,6,59,11:11,,,,Acmaea mitra,limpet,small grazer,3,,1,6.435796515,,,
2-Jul-09,"SJD, RGM",Barkley Sound,Seppings-Haines,SepHaines,2,,,4,4,16,,6,59,11:11,,,,Acmaea mitra,limpet,small grazer,3,,1,6.435796515,,,
3-Jul-09,"SJD, RGM",Barkley Sound,Seppings-Haines,SepHaines,1,6,,1,5,17,,8,66,9:14,,,,Acmaea mitra,limpet,small grazer,2,,1,2.225998932,,,
3-Jul-09,"SJD, RGM",Barkley Sound,Seppings-Haines,SepHaines,1,6,,1,5,17,,8,66,9:14,,,,Acmaea mitra,limpet,small grazer,2,,1,2.225998932,,,
3-Jul-09,"SJD, RGM",Barkley Sound,Seppings-Haines,SepHaines,1,6,,1,5,17,,8,66,9:14,,,,Acmaea mitra,limpet,small grazer,2,,1,2.225998932,,,
3-Jul-09,"SJD, RGM",Barkley Sound,Seppings-Haines,SepHaines,1,6,,1,5,17,,8,66,9:14,,,,Acmaea mitra,limpet,small grazer,2,,1,2.225998932,,,
3-Jul-09,"SJD, RGM",Barkley Sound,Seppings-Haines,SepHaines,1,6,,1,5,17,,8,66,9:14,,,,Acmaea mitra,limpet,small grazer,4,,1,13.66916205,,,
3-Jul-09,"SJD, RGM",Barkley Sound,Seppings-Haines,SepHaines,1,6,,1,5,17,,8,66,9:14,,,,Acmaea mitra,limpet,small grazer,4,,1,13.66916205,,,
3-Jul-09,"SJD, RGM",Barkley Sound,Seppings-Haines,SepHaines,1,6,,1,5,17,,8,66,9:14,,,,Acmaea mitra,limpet,small grazer,3,,1,6.435796515,,,
3-Jul-09,"RGM, SJD",Barkley Sound,Seppings-Haines,SepHaines,1,6,,1,5,17,,8,66,9:14,,,,Acmaea mitra,limpet,small grazer,3,,1,6.435796515,,,
3-Jul-09,"RGM, SJD",Barkley Sound,Seppings-Haines,SepHaines,1,6,,1,5,17,,8,66,9:14,,,,Acmaea mitra,limpet,small grazer,2,,1,2.225998932,,,
3-Jul-09,"RGM, SJD",Barkley Sound,Seppings-Haines,SepHaines,1,6,,1,5,17,,8,66,9:14,,,,Acmaea mitra,limpet,small grazer,3,,1,6.435796515,,,
3-Jul-09,"RGM, SJD",Barkley Sound,Seppings-Haines,SepHaines,1,6,,1,5,17,,8,66,9:14,,,,Acmaea mitra,limpet,small grazer,4,,1,13.66916205,,,
3-Jul-09,"RGM, SJD",Barkley Sound,Seppings-Haines,SepHaines,1,6,,1,5,17,,8,66,9:14,,,,Acmaea mitra,limpet,small grazer,3,,1,6.435796515,,,
3-Jul-09,"RGM, SJD",Barkley Sound,Seppings-Haines,SepHaines,1,6,,1,5,17,,8,66,9:14,,,,Acmaea mitra,limpet,small grazer,2,,1,2.225998932,,,
3-Jul-09,"RGM, SJD",Barkley Sound,Seppings-Haines,SepHaines,1,6,,2,6,18,,8,66,9:14,,,,Acmaea mitra,limpet,small grazer,4,,1,13.66916205,,,
3-Jul-09,"RGM, SJD",Barkley Sound,Seppings-Haines,SepHaines,1,6,,2,6,18,,8,66,9:14,,,,Acmaea mitra,limpet,small grazer,3,,1,6.435796515,,,
22-Jul-09,"RGM, SF",Clayquot Sound,Bartlett/Shot,Bartlett,1,20,,2,2,20,,6.4,72,9:43,,,,Acmaea mitra,limpet,small grazer,1,,1,0.3625,,,
22-Jul-09,"RGM, SF",Clayquot Sound,Bartlett/Shot,Bartlett,1,20,,2,2,20,,6.4,72,9:43,,,,Acmaea mitra,limpet,small grazer,1,,1,0.3625,,,
22-Jul-09,"RGM, SF",Clayquot Sound,Bartlett/Shot,Bartlett,2,15,,3,3,21,,7.9,69,12:18,,,,Acmaea mitra,limpet,small grazer,2,,1,2.225998932,boulder/rock substrate,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 1 DOM 11,1,15,,1,1,28,,5.7,62,10:42,,,,Acmaea mitra,limpet,small grazer,4,,1,13.66916205,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 1 DOM 11,1,15,,2,2,29,,5m- 6.5m,62,10:42,,,,Acmaea mitra,limpet,small grazer,2,,1,2.225998932,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 1 DOM 11,1,15,,2,2,29,,5m- 6.5m,62,10:42,,,,Acmaea mitra,limpet,small grazer,4,,1,13.66916205,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 2 Salmon Alley,2,15,,4,4,31,,7.3,46,13:17,,,,Acmaea mitra,limpet,small grazer,3,,1,6.435796515,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 2 Salmon Alley,2,15,,4,4,31,,7.3,46,13:17,,,,Acmaea mitra,limpet,small grazer,3,,1,6.435796515,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 2 Salmon Alley,2,15,,4,4,31,,7.3,46,13:17,,,,Acmaea mitra,limpet,small grazer,2,,1,2.225998932,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 2 Salmon Alley,3,15,,5,5,32,,5.5-6,43,15:14,,,,Acmaea mitra,limpet,small grazer,3,,1,6.435796515,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 2 Salmon Alley,3,15,,5,5,32,,5.5-6,43,15:14,,,,Acmaea mitra,limpet,small grazer,2,,1,2.225998932,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 2 Salmon Alley,3,15,,5,5,32,,5.5-6,43,15:14,,,,Acmaea mitra,limpet,small grazer,4,,1,13.66916205,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 2 Salmon Alley,3,15,,5,5,32,,5.5-6,43,15:14,,,,Acmaea mitra,limpet,small grazer,1,,1,0.3625,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 2 Salmon Alley,3,15,,5,5,32,,5.5-6,43,15:14,,,,Acmaea mitra,limpet,small grazer,2,,1,2.225998932,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 2 Salmon Alley,3,15,,5,5,32,,5.5-6,43,15:14,,,,Acmaea mitra,limpet,small grazer,3,,1,6.435796515,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 2 Salmon Alley,3,15,,5,5,32,,5.5-6,43,15:14,,,,Acmaea mitra,limpet,small grazer,4,,1,13.66916205,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 2 Salmon Alley,3,15,,5,5,32,,5.5-6,43,15:14,,,,Acmaea mitra,limpet,small grazer,3,,1,6.435796515,,,
19-Aug-09,"SJD, SJF",Kyuquot Sound,Grassy Island,Grassy,1,,,1,1,34,,5,66,8:20,,,,Acmaea mitra,limpet,small grazer,2,,1,2.225998932,,,
21-Aug-09,"SJD, SJF",Kyuquot Sound,Mortons,Mortons,2,,15 m,3,3,42,,9,,,,,,Acmaea mitra,limpet,small grazer,2,,1,2.225998932,,,
21-Aug-09,"SJD, SJF",Kyuquot Sound,Mortons,Mortons,2,,15 m,3,3,42,,9,,,,,,Acmaea mitra,limpet,small grazer,3,,1,6.435796515,,,
21-Aug-09,"SJD, SJF",Kyuquot Sound,Mortons,Mortons,2,,15 m,3,3,42,,9,,,,,,Acmaea mitra,limpet,small grazer,2,,1,2.225998932,,,
21-Aug-09,"SJD, SJF",Kyuquot Sound,Mortons,Mortons,2,,15 m,3,3,42,,9,,,,,,Acmaea mitra,limpet,small grazer,3,,1,6.435796515,,,
18-Aug-09,"RGM, SJD",Kyuquot Sound,Spring Island,Kamils,2,10,,3,3,49,,9,74,10:17,11:34,,,Acmaea mitra,limpet,small grazer,2,,1,2.225998932,,,
18-Aug-09,"RGM, SJD",Kyuquot Sound,Spring Island,Kamils,2,10,,3,3,49,,9,74,10:17,11:34,,,Acmaea mitra,limpet,small grazer,3,,1,6.435796515,,,
18-Aug-09,"RGM, SJD",Kyuquot Sound,Spring Island,Kamils,2,10,,3,3,49,,9,74,10:17,11:34,,,Acmaea mitra,limpet,small grazer,3,,1,6.435796515,,,
18-Aug-09,"RGM, SJD",Kyuquot Sound,Spring Island,Kamils,2,10,,3,3,49,,9,74,10:17,11:34,,,Acmaea mitra,limpet,small grazer,2,,1,2.225998932,,,
18-Aug-09,"RGM, SJD",Kyuquot Sound,Spring Island,Kamils,2,10,,4,4,50,,8.1,74,10:17,11:34,,,Acmaea mitra,limpet,small grazer,3,,1,6.435796515,,,
18-Aug-09,"RGM, SJD",Kyuquot Sound,Spring Island,Kamils,2,10,,4,4,50,,8.1,74,10:17,11:34,,,Acmaea mitra,limpet,small grazer,1,,1,0.3625,,,
18-Aug-09,"RGM, SJD",Kyuquot Sound,Spring Island,Kamils,2,10,,4,4,50,,8.1,74,10:17,11:34,,,Acmaea mitra,limpet,small grazer,2,,1,2.225998932,,,
20-Aug-09,"SJD, SJF",Kyuquot Sound,Spring Island,Kamils,1,8,,1,5,51,26,,55,7:57,,,,Acmaea mitra,limpet,small grazer,2,,1,2.225998932,,,
25-Aug-09,"SJD, SJF",Kyuquot Sound,Spring Island,Spring 5,1,4,,1,7,53,,7,,,,,,Acmaea mitra,limpet,small grazer,1,,1,0.3625,,,
23-Aug-09,"SJD, SJF",Kyuquot Sound,Mortons,Mortons,1,,,2,6,45,,4,,,,,,Anthopleura elegantissima ,anemone,anemone,11,,1,,,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Prasiola Pt,1,5,,1,6,6,,6,39,9:51,,,,Anthopleura xanthogrammica,anemone,anemone,5,,1,,,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Prasiola Pt,1,5,,1,6,6,,6,39,9:51,,,,Anthopleura xanthogrammica,anemone,anemone,6,,1,,,,
23-Jul-09,"SF, RGM",Clayquot Sound,LAC,LAC 1 DOM 11,1,15,,2,2,29,,5.7,62,10:42,,,,Anthopleura xanthogrammica,anemone,anemone,10,,1,,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 2 Salmon Alley,2,15,,3,3,30,,8.2,46,13:17,,,,Anthopleura xanthogrammica,anemone,anemone,4,,1,,,,
23-Jul-09,"SF, RGM",Clayquot Sound,LAC,LAC 2 Salmon Alley,2,15,,3,3,30,,8.2,46,13:17,,,,Anthopleura xanthogrammica,anemone,anemone,12.5,,1,,,,
23-Jul-09,"SF, RGM",Clayquot Sound,LAC,LAC 2 Salmon Alley,3,15,,6,6,33,,5.9,43,15:14,,,,Anthopleura xanthogrammica,anemone,anemone,4.5,,1,,,,
1-Jul-09,"SJD, RGM",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Asterina miniata,seastar,seastar,7,,1,16.11225025,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Asterina miniata,seastar,seastar,13,,1,97.20638526,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,3,5,11,,6 to 8,58,12:35,,,,Asterina miniata,seastar,seastar,12,,1,77.04952586,,,
2-Jul-09,"RGM, SJD",Barkley Sound,Seppings-Haines,SepHaines,1,,,1,1,13,,3.5,58,9:11,,,,Asterina miniata,seastar,seastar,7,,1,16.11225025,,,
2-Jul-09,"RGM, SJD",Barkley Sound,Seppings-Haines,SepHaines,1,,,1,1,13,,3.5,58,9:11,,,,Asterina miniata,seastar,seastar,12,,1,77.04952586,,,
2-Jul-09,"RGM, SJD",Barkley Sound,Seppings-Haines,SepHaines,1,,,1,1,13,,3.5,58,9:11,,,,Asterina miniata,seastar,seastar,17,,1,211.8094889,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 1 DOM 11,1,15,,2,2,29,,5m- 6.5m,62,10:42,,,,Asterina miniata,seastar,seastar,13,,1,97.20638526,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 1 DOM 11,1,15,,2,2,29,,5m- 6.5m,62,10:42,,,,Asterina miniata,seastar,seastar,10,,1,45.38194017,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 1 DOM 11,1,15,,2,2,29,,5m- 6.5m,62,10:42,,,,Asterina miniata,seastar,seastar,15,,1,147.2749254,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 1 DOM 11,1,15,,2,2,29,,5m- 6.5m,62,10:42,,,,Asterina miniata,seastar,seastar,14,,1,120.5414982,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 1 DOM 11,1,15,,2,2,29,,5m- 6.5m,62,10:42,,,,Asterina miniata,seastar,seastar,14,,1,120.5414982,,,
23-Jul-09,"RGM, SF",Clayquot Sound,LAC,LAC 1 DOM 11,1,15,,2,2,29,,5m- 6.5m,62,10:42,,,,Asterina miniata,seastar,seastar,6,,1,10.29887019,,,
23-Jul-09,"SF, RGM",Clayquot Sound,LAC,LAC 1 DOM 11,1,15,,2,2,29,,5.7,62,10:42,,,,Asterina miniata,seastar,seastar,9.5,,1,39.1028131,,,
23-Jul-09,"SF, RGM",Clayquot Sound,LAC,LAC 2 Salmon Alley,3,15,,5,5,32,,5.5-6,43,15:14,,,,Asterina miniata,seastar,seastar,15.5,,1,161.9843577,,,
19-Aug-09,"SJD, SJF",Kyuquot Sound,Grassy Island,Grassy,1,,,1,1,34,,5,66,8:20,,,,Asterina miniata,seastar,seastar,16,,1,177.6252101,,,
19-Aug-09,"SJD, SJF",Kyuquot Sound,Grassy Island,Grassy,1,,,1,1,34,,5,66,8:20,,,,Asterina miniata,seastar,seastar,14,,1,120.5414982,,,
19-Aug-09,"SJD, SJF",Kyuquot Sound,Grassy Island,Grassy,1,,,1,1,34,,5,66,8:20,,,,Asterina miniata,seastar,seastar,15,,1,147.2749254,,,
19-Aug-09,"SJD, SJF",Kyuquot Sound,Grassy Island,Grassy,1,,,1,1,34,,5,66,8:20,,,,Asterina miniata,seastar,seastar,16,,1,177.6252101,,,
19-Aug-09,"SJD, SJF",Kyuquot Sound,Grassy Island,Grassy,1,,,1,1,34,,5,66,8:20,,,,Asterina miniata,seastar,seastar,9,,1,33.4222233,,,
19-Aug-09,"SJD, SJF",Kyuquot Sound,Grassy Island,Grassy,1,,,1,1,34,,5,66,8:20,,,,Asterina miniata,seastar,seastar,15,,1,147.2749254,,,
19-Aug-09,"SJF, SJD",Kyuquot Sound,Grassy Island,Grassy,1,,,1,1,34,,5,66,8:20,,,,Asterina miniata,seastar,seastar,12,,1,77.04952586,,,
22-Aug-09,"SJD, SJF",Kyuquot Sound,Grassy Island,Grassy 4,1,10,,1,3,36,,6,,,,,,Asterina miniata,seastar,seastar,3,,1,1.376604541,,,
21-Aug-09,"SJF, SJD",Kyuquot Sound,Mortons,Mortons,2,,,3,3,42,,8.5 to 9,,,,,,Asterina miniata,seastar,seastar,12,,1,77.04952586,,,
21-Aug-09,"SJF, SJD",Kyuquot Sound,Mortons,Mortons,2,,,3,3,42,,8.5 to 9,,,,,,Asterina miniata,seastar,seastar,4.5,,1,4.467401134,,,
21-Aug-09,"SJF, SJD",Kyuquot Sound,Mortons,Mortons,2,,,3,3,42,,8.5 to 9,,,,,,Asterina miniata,seastar,seastar,2,,1,0.424192949,,,
21-Aug-09,"SJF, SJD",Kyuquot Sound,Mortons,Mortons,2,,,3,3,42,,8.5 to 9,,,,,,Asterina miniata,seastar,seastar,12,,1,77.04952586,,,
21-Aug-09,"SJF, SJD",Kyuquot Sound,Mortons,Mortons,2,,,3,3,42,,8.5 to 9,,,,,,Asterina miniata,seastar,seastar,3,,1,1.376604541,,,
21-Aug-09,"SJF, SJD",Kyuquot Sound,Mortons,Mortons,2,,,3,3,42,,8.5 to 9,,,,,,Asterina miniata,seastar,seastar,11,,1,59.84921269,,,
21-Aug-09,"SJF, SJD",Kyuquot Sound,Mortons,Mortons,2,,,3,3,42,,8.5 to 9,,,,,,Asterina miniata,seastar,seastar,14.5,,1,133.4697293,,,
21-Aug-09,"SJF, SJD",Kyuquot Sound,Mortons,Mortons,2,,,3,3,42,,8.5 to 9,,,,,,Asterina miniata,seastar,seastar,4,,1,3.173538941,,,
21-Aug-09,"SJF, SJD",Kyuquot Sound,Mortons,Mortons,2,,,3,3,42,,8.5 to 9,,,,,,Asterina miniata,seastar,seastar,12,,1,77.04952586,,,
21-Aug-09,"SJF, SJD",Kyuquot Sound,Mortons,Mortons,2,,,3,3,42,,8.5 to 9,,,,,,Asterina miniata,seastar,seastar,13,,1,97.20638526,,,
21-Aug-09,"SJF, SJD",Kyuquot Sound,Mortons,Mortons,2,,,3,3,42,,8.5 to 9,,,,,,Asterina miniata,seastar,seastar,9.5,,1,39.1028131,,,
21-Aug-09,"SJF, SJD",Kyuquot Sound,Mortons,Mortons,2,,,3,3,42,,8.5 to 9,,,,,,Asterina miniata,seastar,seastar,,,22,1807.598025,too many to continue measuring,,
21-Aug-09,"SJD, SJF",Kyuquot Sound,Mortons,Mortons,2,,15 m,3,3,42,,9,,,,,,Asterina miniata,seastar,seastar,6,,1,10.29887019,,,
21-Aug-09,"SJD, SJF",Kyuquot Sound,Mortons,Mortons,2,,15 m,3,3,42,,9,,,,,,Asterina miniata,seastar,seastar,10,,1,45.38194017,,,
21-Aug-09,"SJD, SJF",Kyuquot Sound,Mortons,Mortons,2,,15 m,3,3,42,,9,,,,,,Asterina miniata,seastar,seastar,12,,1,77.04952586,,,
21-Aug-09,"SJD, SJF",Kyuquot Sound,Mortons,Mortons,2,,15 m,3,3,42,,9,,,,,,Asterina miniata,seastar,seastar,11,,1,59.84921269,,,
21-Aug-09,"SJD, SJF",Kyuquot Sound,Mortons,Mortons,2,,15 m,3,3,42,,9,,,,,,Asterina miniata,seastar,seastar,5,,1,6.066003722,,,
21-Aug-09,"SJD, SJF",Kyuquot Sound,Mortons,Mortons,2,,15 m,3,3,42,,9,,,,,,Asterina miniata,seastar,seastar,4,,1,3.173538941,,,
21-Aug-09,"SJD, SJF",Kyuquot Sound,Mortons,Mortons,2,,15 m,3,3,42,,9,,,,,,Asterina miniata,seastar,seastar,8,,1,23.74237817,,,
21-Aug-09,"SJD, SJF",Kyuquot Sound,Mortons,Mortons,2,,15 m,3,3,42,,9,,,,,,Asterina miniata,seastar,seastar,3,,1,1.376604541,,,
21-Aug-09,"SJD, SJF",Kyuquot Sound,Mortons,Mortons,2,,15 m,3,3,42,,9,,,,,,Asterina miniata,seastar,seastar,8,,1,23.74237817,,,
21-Aug-09,"SJD, SJF",Kyuquot Sound,Mortons,Mortons,2,,15 m,3,3,42,,9,,,,,,Asterina miniata,seastar,seastar,12,,1,77.04952586,,,
